Library,Event Year,Event Month,Category,Age Group,Events,Attendance
Westport,2020,4,Classes & Workshops,Adult (18 and older),1,
Westport,2020,4,Special Event,Adult (18 and older),1,
Winlock,2020,11,Board Meetings,Adult (18 and older),1,
Winlock,2020,1,Activities & Games,Teen (ages 12-18),1,
Winlock,2020,1,Arts & Culture,"Adult (18 and older), All Ages",1,21
Winlock,2020,1,Books & Authors,Adult (18 and older),2,10
Winlock,2020,1,Books & Authors,"Preschool (ages 3-6), School Age (ages 6-11)",1,1
Winlock,2020,1,Books & Authors,School Age (ages 6-11),1,
Winlock,2020,1,DIY & Crafts,Adult (18 and older),1,5
Winlock,2020,1,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11)",9,47
Winlock,2020,1,Early Learning & Storytime,Preschool (ages 3-6),1,20
Winlock,2020,1,Early Learning & Storytime,"Preschool (ages 3-6), School Age (ages 6-11)",1,40
Winlock,2020,1,"Featured, Books & Authors, Early Learning & Storytime","School Age (ages 6-11), Adult (18 and older), All Ages, Family",1,11
Winlock,2020,2,Activities & Games,Teen (ages 12-18),1,
Winlock,2020,2,Board Meetings,Adult (18 and older),1,8
Winlock,2020,2,Books & Authors,Adult (18 and older),1,10
Winlock,2020,2,Books & Authors,"Preschool (ages 3-6), School Age (ages 6-11)",1,0
Winlock,2020,2,Books & Authors,School Age (ages 6-11),1,2
Winlock,2020,2,Classes & Workshops,All Ages,1,2
Winlock,2020,2,DIY & Crafts,Adult (18 and older),1,3
Winlock,2020,2,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11)",9,74
Winlock,2020,2,Early Learning & Storytime,Preschool (ages 3-6),1,
Winlock,2020,3,Book Sale,All Ages,1,
Winlock,2020,3,Books & Authors,Adult (18 and older),1,
Winlock,2020,3,DIY & Crafts,Adult (18 and older),1,7
Winlock,2020,3,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11)",2,21
Winlock,2020,3,Early Learning & Storytime,Preschool (ages 3-6),1,
Winlock,2020,5,Early Learning & Storytime,Preschool (ages 3-6),1,
Winlock,2020,6,Book Sale,"All Ages, Family",1,
Winlock,2020,6,Summer Library Program,"Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), All Ages, Family",2,4
Winlock,2020,7,Summer Library Program,"Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), All Ages, Family",5,
Winlock,2020,8,Summer Library Program,"Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), All Ages, Family",1,
Yelm,2020,11,Friends of the Library Meeting,Adult (18 and older),1,
Yelm,2020,1,Activities & Games,Teen (ages 12-18),3,9
Yelm,2020,1,Arts & Culture,Teen (ages 12-18),1,1
Yelm,2020,1,Book Sale,All Ages,1,
Yelm,2020,1,Books & Authors,Teen (ages 12-18),1,5
Yelm,2020,1,Classes & Workshops,Adult (18 and older),17,17
Yelm,2020,1,Classes & Workshops,All Ages,16,1
Yelm,2020,1,DIY & Crafts,"School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), All Ages, Family",1,45
Yelm,2020,1,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6)",8,140
Yelm,2020,1,Friends of the Library Meeting,Adult (18 and older),1,
Yelm,2020,1,Special Event,Adult (18 and older),7,
Yelm,2020,2,"Activities & Games, STEAM","School Age (ages 6-11), Teen (ages 12-18)",4,63
Yelm,2020,2,Activities & Games,Teen (ages 12-18),4,9
Yelm,2020,2,Arts & Culture,Teen (ages 12-18),1,
Yelm,2020,2,Arts & Culture,"Teen (ages 12-18), Adult (18 and older), All Ages, Family",1,30
Yelm,2020,2,Book Sale,All Ages,1,
Yelm,2020,2,Books & Authors,Adult (18 and older),1,
Yelm,2020,2,Books & Authors,Teen (ages 12-18),1,4
Yelm,2020,2,Classes & Workshops,Adult (18 and older),15,
Yelm,2020,2,Classes & Workshops,All Ages,20,
Yelm,2020,2,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6)",7,118
Yelm,2020,2,Early Learning & Storytime,Family,1,
Yelm,2020,2,Friends of the Library Meeting,Adult (18 and older),1,
Yelm,2020,2,Special Event,Adult (18 and older),6,
Yelm,2020,3,"Activities & Games, STEAM","School Age (ages 6-11), Teen (ages 12-18)",1,9
Yelm,2020,3,Activities & Games,Teen (ages 12-18),2,
Yelm,2020,3,Book Sale,All Ages,1,
Yelm,2020,3,Books & Authors,Adult (18 and older),1,
Yelm,2020,3,Classes & Workshops,Adult (18 and older),4,
Yelm,2020,3,Classes & Workshops,All Ages,4,
Yelm,2020,3,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6)",2,20
Yelm,2020,3,Friends of the Library Meeting,Adult (18 and older),1,
Yelm,2020,3,Special Event,Adult (18 and older),3,
